"SSN","site","subsite","unit","northing","easting"
3677,"6","NONE","N2E5",99,220
3678,"7","NONE","N2E5",99,213
3679,"8","NONE","N2E5",77,202
3680,"9","NONE","N2E5",84,201
3681,"10","NONE","N2E5",80,208
3682,"11","NONE","N2E5",86,208
3683,"12","NONE","N2E5",84,214
3684,"13","NONE","N2E5",77,214
3685,"14","NONE","N2E5",76,210
3686,"15","NONE","N2E5",66,214
3687,"16","NONE","N2E5",72,220
3688,"17","NONE","N2E5",73,216
3689,"18","NONE","N2E5",72,214
3690,"19","NONE","N2E5",67,208
3691,"20","NONE","N2E5",73,209
3692,"21","NONE","N2E5",90,210
3693,"22","NONE","N2E5",91,203
3694,"23","NONE","N2E5",61,243
3695,"24","NONE","N2E5",63,245
3696,"25","NONE","N2E5",62,236
3697,"26","NONE","N2E5",61,226
3698,"27","NONE","N2E5",65,225
3699,"28","NONE","N2E5",70,226
3700,"29","NONE","N2E5",76,229
3701,"30","NONE","N2E5",70,236
3702,"31","NONE","N2E5",68,242
3703,"32","NONE","N2E5",73,242
3704,"33","NONE","N2E5",77,241
3705,"34","NONE","N2E5",78,234
3706,"35","NONE","N2E5",84,236
3707,"36","NONE","N2E5",83,241
3708,"37","NONE","N2E5",90,241
3709,"38","NONE","N2E5",89,249
3710,"39","NONE","N2E5",82,248
3711,"40","NONE","N2E5",76,246
3712,"41","NONE","N2E5",91,234
3713,"42","NONE","N2E5",87,233
3714,"43","NONE","N2E5",84,227
3715,"44","NONE","N2E5",78,224
3716,"45","NONE","N2E5",81,222
3717,"46","NONE","N2E5",80,218
3718,"47","NONE","N2E5",86,221
3719,"48","NONE","N2E5",91,219
3720,"49","NONE","N2E5",91,227
3721,"50","NONE","N2E5",97,203
3722,"51","NONE","N2E5",54,246
3723,"52","NONE","N2E5",54,249
3724,"53","NONE","N2E5",65,232
3725,"L 1","S","N2E5",52,231
3726,"1","NONE","N1E5",28,247
3727,"2","NONE","N1E5",8,246
3728,"3","NONE","N1E5",2,249
3729,"4","NONE","N1E5",3,243
3730,"5","NONE","N1E5",8,242
3731,"6","NONE","N1E5",12,246
3732,"7","NONE","N1E5",16,246
3733,"8","NONE","N1E5",16,239
3734,"9","NONE","N1E5",16,233
3735,"10","NONE","N1E5",17,229
3736,"11","NONE","N1E5",12,228
3737,"11","S","N1E5",10,227
3738,"12","NONE","N1E5",12,233
3739,"13","NONE","N1E5",9,233
3740,"14","NONE","N1E5",8,229
3741,"15","NONE","N1E5",6,233
3742,"16","NONE","N1E5",5,230
3743,"17","NONE","N1E5",6,227
3744,"19","NONE","N1E5",2,230
3745,"20","NONE","N1E5",2,236
3746,"21","NONE","N1E5",4,236
3747,"22","NONE","N1E5",8,235
3748,"23","NONE","N1E5",7,238
3749,"24","NONE","N1E5",12,238
3750,"25","S","N1E5",11,242
3751,"25","N","N1E5",13,243
3752,"26","+18","N1E5",2,223
3753,"27","NONE","N1E5",2,215
3754,"28","NONE","N1E5",8,222
3755,"29","NONE","N1E5",13,221
3756,"30","NONE","N1E5",12,215
3757,"31","NONE","N1E5",13,212
3758,"32","NONE","N1E5",8,217
3759,"33","NONE","N1E5",7,210
3760,"34","NONE","N1E5",8,204
3761,"35","NONE","N1E5",41,213
3762,"36","NONE","N1E5",13,207
3763,"37","NONE","N1E5",17,212
3764,"38","NONE","N1E5",27,203
3765,"39","NONE","N1E5",35,205
3766,"40","NONE","N1E5",27,209
3767,"41","+L1","N1E5",21,223
3768,"42","NONE","N1E5",21,210
3769,"43","N","N1E5",28,212
3770,"43","S","N1E5",23,213
3771,"44","NONE","N1E5",36,231
3772,"45","NONE","N1E5",40,232
3773,"46","NONE","N1E5",46,228
3774,"47","E","N1E5",43,241
3775,"47","C","N1E5",43,238
3776,"47","W","N1E5",43,231
3777,"48","NONE","N1E5",48,235
3778,"49","NONE","N1E5",47,239
3779,"50","NONE","N1E5",47,244
3780,"51","NONE","N1E5",46,248
3781,"52","NONE","N1E5",38,241
3782,"53","NONE","N1E5",40,247
3783,"54","NONE","N1E5",46,241
3784,"55","NONE","N1E5",34,216
3785,"56","NONE","N1E5",33,222
3786,"57","NONE","N1E5",26,219
3787,"58","NONE","N1E5",29,222
3788,"59","NONE","N1E5",26,223
3789,"60","NONE","N1E5",27,228
3790,"61","NONE","N1E5",32,233
3791,"62","NONE","N1E5",26,239
3792,"63","NONE","N1E5",24,233
3793,"64","NONE","N1E5",33,243
3794,"65","NONE","N1E5",49,215
3795,"66","NONE","N1E5",47,206
3796,"67","NONE","N1E5",41,207
3797,"68","NONE","N1E5",47,221
3798,"69","NONE","N1E5",42,221
3799,"L 2","NONE","N1E5",20,235
3800,"L 3","NONE","N1E5",32,238
3801,"L 4","NONE","N1E5",49,211
3802,"L 5","NONE","N1E5",45,211
3803,"L 6","NONE","N1E5",35,246
3804,"1","NONE","N4E6",165,285
3805,"2","NONE","N4E6",168,279
3806,"3","NONE","N4E6",174,264
3807,"4","NONE","N4E6",165,267
3808,"5","NONE","N4E6",156,265
3809,"6","NONE","N4E6",179,284
3810,"7","NONE","N4E6",178,261
3811,"1","NONE","N3E6",132,268
3812,"2","NONE","N3E6",142,274
3813,"1","NONE","N2E6",87,260
3814,"2","SW","N2E6",56,276
3815,"2","W","N2E6",61,276
3816,"2","E","N2E6",59,290
3817,"3","NONE","N2E6",59,269
3818,"4","NONE","N2E6",65,270
3819,"5","NONE","N2E6",62,260
3820,"6","NONE","N2E6",74,258
3821,"7","NONE","N2E6",68,253
3822,"8","NONE","N2E6",67,290
3823,"1","NONE","N1E6",6,283
3824,"2","NONE","N1E6",5,279
3825,"3","NONE","N1E6",4,292
3826,"4","NONE","N1E6",5,296
3827,"5","NONE","N1E6",9,287
3828,"6","NONE","N1E6",10,269
3829,"7","NONE","N1E6",34,284
3830,"8","NONE","N1E6",23,270
3831,"9","NONE","N1E6",29,270
3832,"10","NONE","N1E6",26,286
3833,"11","NONE","N1E6",17,276
3834,"12","NONE","N1E6",28,295
3835,"13","NONE","N1E6",19,287
3836,"14","NONE","N1E6",44,269
3837,"14","NONE","N1E6",44,269
3838,"15","NONE","N1E6",51,262
3839,"16","NONE","N1E6",49,254
3840,"17","NONE","N1E6",40,257
3841,"18","NONE","N1E6",22,262
3842,"19","NONE","N1E6",31,262
3843,"20","NONE","N1E6",20,250
3844,"21","NONE","N1E6",2,254
3845,"22","NONE","N1E6",9,252
3846,"23","NONE","N1E6",7,259
3847,"1","NONE","N4E7",179,307
3848,"L 3","NONE","N4E7",194,304
3849,"1","NONE","N2E7",52,338
3850,"2","NONE","N2E7",53,344
3851,"3","NONE","N2E7",56,323
3852,"4","NONE","N2E7",53,329
3853,"5","NONE","N2E7",60,335
3854,"1","NONE","N1E7",36,332
3855,"2","NONE","N1E7",40,331
3856,"3","NONE","N1E7",34,326
3857,"4","NONE","N1E7",30,330
3858,"5","NONE","N1E7",25,330
3859,"6","NONE","N1E7",21,334
3860,"7","NONE","N1E7",29,338
3861,"9","NONE","N1E7",37,338
3862,"8","NONE","N1E7",21,338
3863,"10","NONE","N1E7",45,336
3864,"11","NONE","N1E7",44,343
3865,"12","NONE","N1E7",34,345
3866,"12","N","N1E7",38,345
3867,"13","NONE","N1E7",43,350
3868,"14","NONE","N1E7",26,344
3869,"15","NONE","N1E7",25,348
3870,"16","NONE","N1E7",32,350
3871,"17","NONE","N1E7",9,308
3872,"18","NONE","N1E7",38,310
3873,"19","NONE","N1E7",6,304
3874,"1","NONE","N2E8",50,400
3875,"1","NONE","N1E8",38,359
3876,"2","NONE","N1E8",49,349
3877,"3","NONE","N1E8",38,350
3878,"4","NONE","N1E8",26,356
3879,"5","NONE","N1E8",19,356
3880,"6","NONE","N1E8",8,368
3881,"7","NONE","N1E8",3,377
3882,"8","NONE","N1E8",23,376
3883,"9","NONE","N1E8",24,388
3884,"10","NONE","N1E8",34,394
3885,"11","NONE","N1E8",6,388
3886,"11","E","N1E8",4,395
3887,"12","NONE","N1E8",46,390
3888,"13","NONE","N1E8",44,379
3889,"14","NONE","N1E8",40,373
3890,"15","NONE","N1E8",45,357
3891,"L 1","NONE","N1E8",39,391
3892,"L 2","NONE","N1E8",41,366
3893,"L 3","NONE","N1E8",45,366
3894,"1","NONE","N1E9",25,405
3895,"2","NONE","N1E9",37,406
3896,"3","NONE","N1E9",31,404
3897,"4","NONE","N1E9",45,415
3898,"5","NONE","N1E9",44,429
3899,"6","NONE","N1E9",35,435
3900,"6","E","N1E9",32,436
3901,"L 1","NONE","N1E9",27,424
3902,"L 2","NONE","N1E9",26,431
3903,"L 3","NONE","N1E9",27,438
3904,"1","NONE","S1W8",-49,-360
3905,"2","NONE","S1W8",-34,-356
3906,"3","NONE","S1W8",-23,-363
3907,"4","NONE","S1W8",-24,-372
3908,"5","NONE","S1W8",-17,-354
3909,"L 1","NONE","S1W8",-36,-379
3910,"L 2","NONE","S1W8",-44,-364
3911,"L 3","NONE","S1W8",-34,-366
3912,"L 4","NONE","S1W8",-10,-372
3913,"L 5","NONE","S1W8",-6,-357
3914,"1","NONE","S2W8",-58,-357
3915,"L 1","NONE","S2W8",-63,-388
3916,"L 2","NONE","S2W8",-64,-377
3917,"L 3","NONE","S2W8",-68,-364
3918,"L 4","NONE","S2W8",-78,-351
3919,"1","NONE","S1W7",-38,-306
3920,"2","NONE","S1W7",-30,-307
3921,"3","NONE","S1W7",-19,-307
3922,"4","NONE","S1W7",-25,-318
3923,"5","NONE","S1W7",-33,-324
3924,"6","NONE","S1W7",-37,-315
3925,"7","NONE","S1W7",-42,-324
3926,"8","E","S1W7",-19,-319
3927,"8","W","S1W7",-19,-326
3928,"9","NONE","S1W7",-42,-334
3929,"10","NONE","S1W7",-35,-340
3930,"11","NONE","S1W7",-25,-343
3931,"12","NONE","S1W7",-33,-331
3932,"13","NONE","S1W7",-10,-343
3933,"14","NONE","S1W7",-4,-343
3934,"15","NONE","S1W7",-4,-334
3935,"16","NONE","S1W7",-10,-336
3936,"17","NONE","S1W7",-47,-315
3937,"18","NONE","S1W7",-47,-305
3938,"19","NONE","S1W7",-49,-337
3939,"L 1","NONE","S1W7",-25,-307
3940,"L 2","NONE","S1W7",-30,-316
3941,"L 3","NONE","S1W7",-9,-310
3942,"L 4","NONE","S1W7",-8,-319
3943,"L 5","NONE","S1W7",-25,-326
3944,"L 6","NONE","S1W7",-46,-345
3945,"1","NONE","S2W7",-53,-335
3946,"2","NONE","S2W7",-53,-323
3947,"L 1","NONE","S2W7",-53,-307
3948,"L 2","NONE","S2W7",-53,-316
3949,"1","NONE","S1W6",-2,-253
3950,"2","NONE","S1W6",-7,-266
3951,"3","NONE","S1W6",-1,-279
3952,"4","NONE","S1W6",-1,-274
3953,"5","NONE","S1W6",-3,-287
3954,"6","NONE","S1W6",-17,-280
3955,"7","NONE","S1W6",-14,-267
3956,"8","NONE","S1W6",-20,-267
3957,"9","N","S1W6",-22,-258
3958,"10","NONE","S1W6",-28,-275
3959,"11","NONE","S1W6",-32,-284
3960,"12","NONE","S1W6",-33,-276
3961,"13","NONE","S1W6",-40,-283
3962,"14","NONE","S1W6",-40,-288
3963,"15","NONE","S1W6",-35,-292
3964,"16","NONE","S1W6",-23,-284
3965,"17","NONE","S1W6",-27,-294
3966,"18","NONE","S1W6",-9,-296
3967,"19","NONE","S1W6",-35,-298
3968,"20","NONE","S1W6",-42,-296
3969,"21","NONE","S1W6",-14,-298
3970,"22","NONE","S1W6",-20,-299
3971,"23","NONE","S1W6",-17,-290
3972,"24","NONE","S1W6",-22,-276
3973,"25","NONE","S1W6",-49,-272
3974,"L 1","NONE","S1W6",-5,-260
3975,"L 2","NONE","S1W6",-1,-269
3976,"L 3","NONE","S1W6",-7,-272
3977,"L 4","NONE","S1W6",-7,-281
3978,"L 5","NONE","S1W6",-14,-274
3979,"L 6","NONE","S1W6",-25,-267
3980,"L 7","NONE","S1W6",-50,-295
3981,"L 8","NONE","S1W6",-41,-274
3982,"1","NONE","S2W6",-68,-292
3983,"2","NONE","S2W6",-56,-260
3984,"3","NONE","S2W6",-57,-266
3985,"4","NONE","S2W6",-69,-262
3986,"L 1","NONE","S2W6",-63,-260
3987,"L 2","NONE","S2W6",-64,-284
3988,"L 3","NONE","S2W6",-61,-275
3989,"1","NONE","S1W5",-17,-213
3990,"L 1","NONE","S1W5",-16,-238
3991,"L 2","NONE","S1W5",-22,-247
3992,"L 3","NONE","S1W5",-14,-202
3993,"1","NONE","S1W4",-24,-183
3994,"2","NONE","S1W4",-23,-156
3995,"3","NONE","S1W4",-9,-160
3996,"L 1","NONE","S1W4",-27,-173
3997,"L 2","NONE","S1W4",-31,-187
3998,"L 3","NONE","S1W4",-24,-169
3999,"L 4","NONE","S1W4",-5,-162
4000,"1","NONE","S4W5",-183,-228
4001,"1","NONE","S5W5",-225,-225
4002,"2","NONE","S5W5",-216,-211
4003,"3","NONE","S5W5",-236,-241
4004,"4","NONE","S5W5",-238,-217
4005,"5","NONE","S5W5",-238,-224
4006,"6","NONE","S5W5",-250,-226
4007,"L 1","NONE","S5W5",-249,-234
4008,"L 2","NONE","S5W5",-237,-234
4009,"L 3","NONE","S5W5",-224,-248
4010,"L 4","NONE","S5W5",-243,-212
4011,"L 5","NONE","S5W5",-225,-234
4012,"L 6","NONE","S5W5",-209,-216
4013,"L 7","NONE","S5W5",-227,-241
4014,"L 8","NONE","S5W5",-206,-233
4015,"L 9","NONE","S5W5",-202,-223
4016,"L10","NONE","S5W5",-210,-226
4017,"L11","NONE","S5W5",-200,-209
4018,"L12","NONE","S5W5",-212,-240
4019,"1","NONE","S4W4",-168,-157
4020,"2","A","S4W4",-197,-186
4021,"2","B","S4W4",-191,-185
4022,"2","C","S4W4",-191,-179
4023,"3","NONE","S4W4",-168,-184
4024,"4","NONE","S4W4",-182,-174
4025,"5","NONE","S4W4",-198,-197
4026,"L 1","NONE","S4W4",-187,-191
4027,"L 2","NONE","S4W4",-177,-199
4028,"L 3","NONE","S4W4",-187,-181
4029,"1","NONE","S5W4",-229,-157
4030,"2","NONE","S5W4",-240,-165
4031,"3","NONE","S5W4",-209,-187
4032,"4","NONE","S5W4",-232,-181
4033,"5","NONE","S5W4",-248,-164
4034,"6","NONE","S5W4",-248,-155
4035,"7","NONE","S5W4",-242,-158
4036,"8","NONE","S5W4",-217,-192
4037,"L 1","NONE","S5W4",-225,-180
4038,"L 2","NONE","S5W4",-226,-196
4039,"L 3","NONE","S5W4",-234,-188
4040,"L 4","NONE","S5W4",-237,-158
4041,"L 5","NONE","S5W4",-218,-186
4042,"1","A","S6W4",-276,-163
4043,"1","B","S6W4",-265,-162
4044,"1","C","S6W4",-265,-150
4045,"1","D","S6W4",-257,-163
4046,"1","E","S6W4",-257,-156
4047,"1","F","S6W4",-255,-169
4048,"1","G","S6W4",-255,-180
4049,"1","H","S6W4",-252,-164
4050,"1","J","S6W4",-255,-151
4051,"L 1","NONE","S6W4",-252,-187
4052,"L 2","NONE","S6W4",-277,-182
4053,"L 3","NONE","S6W4",-276,-150
4054,"1","NONE","S1W3",-22,-104
4055,"1","SW","S1W3",-31,-106
4056,"1","SE","S1W3",-28,-80
4057,"1","S","S1W3",-32,-103
4058,"1","NW","S1W3",-23,-107
4059,"1","NE","S1W3",-22,-97
4060,"2","NONE","S1W3",-3,-102
4061,"3","NONE","S1W3",-50,-109
4062,"4","NONE","S1W3",-45,-116
4063,"5","NONE","S1W3",-2,-147
4064,"6","NONE","S1W3",-6,-139
4065,"7","NONE","S1W3",-5,-128
4066,"8","NONE","S1W3",-6,-121
4067,"9","E","S1W3",-13,-134
4068,"9","W","S1W3",-13,-140
4069,"10","NONE","S1W3",-2,-112
4070,"11","NONE","S1W3",-19,-144
4071,"12","NONE","S1W3",-19,-135
4072,"13","NONE","S1W3",-9,-128
4073,"14","NONE","S1W3",-19,-150
4074,"15","NONE","S1W3",-1,-130
4075,"16","NONE","S1W3",-23,-112
4076,"17","NONE","S1W3",-30,-111
4077,"18","NONE","S1W3",-15,-113
4078,"19","NONE","S1W3",-23,-119
4079,"20","NONE","S1W3",-18,-120
4080,"21","NONE","S1W3",-15,-106
4081,"22","NONE","S1W3",-8,-108
4082,"23","NONE","S1W3",-49,-127
4083,"L 1","NONE","S1W3",-46,-102
4084,"L 2","NONE","S1W3",-36,-106
4085,"L 3","NONE","S1W3",-43,-137
4086,"L 4","NONE","S1W3",-37,-150
4087,"1","NONE","S2W3",-63,-120
4088,"2","NONE","S2W3",-78,-132
4089,"3","NONE","S2W3",-85,-122
4090,"4","NONE","S2W3",-64,-103
4091,"5","NONE","S2W3",-81,-143
4092,"6","NONE","S2W3",-61,-146
4093,"7","NONE","S2W3",-52,-137
4094,"L1","NONE","S2W3",-80,-115
4095,"L2","NONE","S2W3",-63,-112
4096,"1","NONE","S3W3",-136,-120
4097,"2","NONE","S3W3",-130,-143
4098,"3","NONE","S3W3",-142,-125
4099,"4","NONE","S3W3",-135,-112
4100,"5","NONE","S3W3",-139,-101
4101,"6","NONE","S3W3",-135,-104
4102,"7","NONE","S3W3",-148,-106
4103,"L1","NONE","S3W3",-142,-110
4104,"1","NONE","S4W3",-159,-124
4105,"2","NONE","S4W3",-163,-117
4106,"3","NONE","S4W3",-161,-112
4107,"4","NONE","S4W3",-173,-144
4108,"5","NONE","S4W3",-177,-125
4109,"6","NONE","S4W3",-184,-101
4110,"7","NONE","S4W3",-161,-107
4111,"8","NONE","S4W3",-170,-100
4112,"1","NONE","S5W3",-248,-148
4113,"1","NONE","S6W3",-252,-146
4114,"1","SE1","S1W2",-15,-93
4115,"1","N3","S1W2",-7,-95
4116,"2","N","S1W2",-7,-100
4117,"2","S","S1W2",-12,-100
4118,"3","NONE","S1W2",-2,-91
4119,"4","NONE","S1W2",-1,-96
4120,"5","NONE","S1W2",-20,-52
4121,"6","NONE","S1W2",-3,-72
4122,"7","NONE","S1W2",-2,-79
4123,"8","&20","S1W2",-45,-54
4124,"9","NONE","S1W2",-11,-58
4125,"10","NONE","S1W2",-14,-77
4126,"11","NONE","S1W2",-16,-54
4127,"12","NONE","S1W2",-30,-90
4128,"13","&16","S1W2",-27,-73
4129,"14","NONE","S1W2",-23,-69
4130,"15","NONE","S1W2",-26,-59
4131,"17","NONE","S1W2",-38,-56
4132,"18","NONE","S1W2",-34,-74
4133,"19","NONE","S1W2",-38,-62
4134,"21","NONE","S1W2",-44,-60
4135,"22","NONE","S1W2",-46,-94
4136,"23","NONE","S1W2",-49,-79
4137,"L 1","NONE","S1W2",-38,-93
4138,"1","NONE","S2W2",-53,-61
4139,"2","NONE","S2W2",-62,-77
4140,"3","NONE","S2W2",-55,-93
4141,"4","NONE","S2W2",-67,-87
4142,"5","NONE","S2W2",-70,-79
4143,"6","NONE","S2W2",-70,-62
4144,"7","NONE","S2W2",-75,-84
4145,"8","NONE","S2W2",-81,-68
4146,"L 1","NONE","S2W2",-64,-62
4147,"1","NONE","S3W2",-116,-51
4148,"2","NONE","S3W2",-117,-56
4149,"3","NONE","S3W2",-118,-60
4150,"4","NONE","S3W2",-130,-53
4151,"5","NONE","S3W2",-138,-52
4152,"6","NONE","S3W2",-145,-52
4153,"7","NONE","S3W2",-144,-60
4154,"8","NONE","S3W2",-123,-58
4155,"9","NONE","S3W2",-129,-68
4156,"10","NONE","S3W2",-125,-72
4157,"11","-12","S3W2",-128,-79
4158,"13","NONE","S3W2",-128,-86
4159,"14","NONE","S3W2",-135,-86
4160,"15","NONE","S3W2",-143,-86
4161,"16","NONE","S3W2",-149,-86
4162,"17","NONE","S3W2",-135,-78
4163,"18","NONE","S3W2",-150,-80
4164,"19","NONE","S3W2",-137,-74
4165,"20","NONE","S3W2",-140,-73
4166,"21","NONE","S3W2",-140,-75
4167,"22","NONE","S3W2",-141,-73
4168,"24","NONE","S3W2",-143,-76
4169,"25","NONE","S3W2",-144,-72
4170,"23","NONE","S3W2",-140,-79
4171,"26","NONE","S3W2",-144,-66
4172,"27","NONE","S3W2",-134,-94
4173,"28","NONE","S3W2",-138,-71
4174,"29","NONE","S3W2",-140,-69
4175,"30","NONE","S3W2",-139,-65
4176,"31","NONE","S3W2",-148,-91
4177,"32","NONE","S3W2",-137,-68
4178,"33","NONE","S3W2",-133,-71
4179,"34","NONE","S3W2",-134,-65
4180,"35","NONE","S3W2",-135,-61
4181,"36","NONE","S3W2",-139,-59
4182,"L 1","NONE","S3W2",-150,-65
4183,"L 2","NONE","S3W2",-128,-90
4184,"L 3","NONE","S3W2",-143,-93
4185,"1","NONE","S4W2",-151,-75
4186,"2","NONE","S4W2",-151,-72
4187,"3","NONE","S4W2",-155,-79
4188,"4","NONE","S4W2",-155,-84
4189,"5","NONE","S4W2",-155,-89
4190,"6","NONE","S4W2",-153,-96
4191,"7","NONE","S4W2",-158,-94
4192,"8","NONE","S4W2",-168,-91
4193,"9","NONE","S4W2",-164,-85
4194,"10","NONE","S4W2",-160,-81
4195,"11","NONE","S4W2",-170,-78
4196,"12","NONE","S4W2",-162,-72
4197,"13","NONE","S4W2",-170,-72
4198,"14","NONE","S4W2",-169,-66
4199,"15","NONE","S4W2",-163,-65
4200,"16","NONE","S4W2",-169,-60
4201,"17","NONE","S4W2",-168,-53
4202,"18","NONE","S4W2",-162,-53
4203,"19","NONE","S4W2",-154,-54
4204,"20","NONE","S4W2",-158,-60
4205,"21","NONE","S4W2",-175,-52
4206,"22","NONE","S4W2",-186,-56
4207,"23","NONE","S4W2",-186,-64
4208,"24","NONE","S4W2",-175,-80
4209,"L 1","NONE","S4W2",-165,-96
4210,"L 2","NONE","S4W2",-156,-73
4211,"L 3","NONE","S4W2",-156,-66
4212,"L 4","NONE","S4W2",-180,-79
4213,"L 5","NONE","S4W2",-176,-61
4214,"1","NONE","S5W2",-202,-89
4215,"1","A","S6W2",-279,-60
4216,"1","B","S6W2",-279,-68
4217,"1","C","S6W2",-278,-64
4218,"2","NONE","S6W2",-281,-94
4219,"3","NONE","S6W2",-269,-91
4220,"4","NONE","S6W2",-266,-98
4221,"5","NONE","S6W2",-295,-69
4222,"6","NONE","S6W2",-279,-75
4223,"L 1","NONE","S6W2",-296,-79
4224,"L 2","NONE","S6W2",-290,-55
4225,"1","NONE","S1W1",-10,-10
4226,"2","NONE","S1W1",-10,-19
4227,"3","NONE","S1W1",-22,-2
4228,"4","-5","S1W1",-21,-21
4229,"6","NONE","S1W1",-20,-31
4230,"7","NONE","S1W1",-20,-35
4231,"8","-11","S1W1",-46,-46
4232,"12","ETC","S1W1",-47,-40
4233,"13","NONE","S1W1",-38,-40
4234,"16","NONE","S1W1",-47,-34
4235,"19","&20","S1W1",-46,-17
4236,"17","-18","S1W1",-46,-27
4237,"21","NONE","S1W1",-46,-14
4238,"22","NONE","S1W1",-49,-37
4239,"L 1","NONE","S1W1",-10,-33
4240,"L 2","NONE","S1W1",-42,-21
4241,"L 3","NONE","S1W1",-43,-37
4242,"1","NONE","S2W1",-70,-6
4243,"2","NONE","S2W1",-53,-8
4244,"3","NONE","S2W1",-50,-20
4245,"4","NONE","S2W1",-84,-9
4246,"5","NONE","S2W1",-77,-14
4247,"6","NONE","S2W1",-77,-20
4248,"7","NONE","S2W1",-78,-27
4249,"8","A","S2W1",-75,-36
4250,"8","B","S2W1",-80,-35
4251,"9","NONE","S2W1",-64,-22
4252,"10","NONE","S2W1",-70,-28
4253,"11","NONE","S2W1",-63,-36
4254,"12","NONE","S2W1",-58,-47
4255,"13","NONE","S2W1",-74,-44
4256,"14","NONE","S2W1",-90,-30
4257,"L 1","NONE","S2W1",-80,-6
4258,"L 2","NONE","S2W1",-79,-7
4259,"7","A","S3W1",-136,-8
4260,"7","B","S3W1",-137,-10
4261,"7","C","S3W1",-141,-8
4262,"7","D","S3W1",-138,-6
4263,"7","E","S3W1",-137,-4
4264,"7","F","S3W1",-133,-7
4265,"7","G","S3W1",-139,-2
4266,"8","NONE","S3W1",-130,-4
4267,"9","ABC","S3W1",-145,-9
4268,"9","D","S3W1",-145,-4
4269,"38","NONE","S3W1",-119,-22
4270,"40","NONE","S3W1",-125,-24
4271,"41","NONE","S3W1",-124,-18
4272,"43","NONE","S3W1",-131,-15
4273,"44","NONE","S3W1",-131,-22
4274,"50","NONE","S3W1",-134,-16
4275,"51","NONE","S3W1",-138,-16
4276,"52","NONE","S3W1",-141,-16
4277,"1","NONE","S3W1",-106,-2
4278,"2","-4","S3W1",-116,-9
4279,"5","NONE","S3W1",-120,-5
4280,"10","NONE","S3W1",-101,-3
4281,"11","NONE","S3W1",-108,-5
4282,"12","-14","S3W1",-110,-8
4283,"15","NONE","S3W1",-111,-11
4284,"16","NONE","S3W1",-112,-12
4285,"16","B","S3W1",-112,-12
4286,"17","-19","S3W1",-111,-14
4287,"20","NONE","S3W1",-125,-15
4288,"21","NONE","S3W1",-112,-18
4289,"22","NONE","S3W1",-111,-24
4290,"23","NONE","S3W1",-113,-27
4291,"24","NONE","S3W1",-114,-30
4292,"25","NONE","S3W1",-115,-34
4293,"26","NONE","S3W1",-114,-36
4294,"27","NONE","S3W1",-114,-41
4295,"28","NONE","S3W1",-125,-47
4296,"29","NONE","S3W1",-131,-46
4297,"30","NONE","S3W1",-137,-46
4298,"31","NONE","S3W1",-131,-42
4299,"32","NONE","S3W1",-136,-42
4300,"33","NONE","S3W1",-145,-43
4301,"34","NONE","S3W1",-137,-35
4302,"35","A","S3W1",-149,-33
4303,"35","BC","S3W1",-147,-20
4304,"36","NONE","S3W1",-127,-40
4305,"37","NONE","S3W1",-120,-35
4306,"39","NONE","S3W1",-127,-31
4307,"42","NONE","S3W1",-131,-19
4308,"45","NONE","S3W1",-131,-28
4309,"46","NONE","S3W1",-134,-28
4310,"47","NONE","S3W1",-138,-28
4311,"48","NONE","S3W1",-138,-23
4312,"49","NONE","S3W1",-144,-21
4313,"53","NONE","S3W1",-119,-14
4314,"54","NONE","S3W1",-115,-18
4315,"6","N","S3W1",-124,-7
4316,"6","S","S3W1",-129,-7
4317,"1","NONE","S4W1",-170,-6
4318,"2","NONE","S4W1",-170,-15
4319,"4","NONE","S4W1",-163,0
4320,"5","NONE","S4W1",-171,0
4321,"3","NONE","S4W1",-163,-22
4322,"6","NONE","S4W1",-170,-26
4323,"7","NONE","S4W1",-170,-29
4324,"8","NONE","S4W1",-162,-30
4325,"9","NONE","S4W1",-156,-22
4326,"10","NONE","S4W1",-156,-16
4327,"11","NONE","S4W1",-156,-10
4328,"12","NONE","S4W1",-150,-12
4329,"13","NONE","S4W1",-151,-6
4330,"14","NONE","S4W1",-160,-4
4331,"15","NONE","S4W1",-163,-17
4332,"16","NONE","S4W1",-184,-8
4333,"17","NONE","S4W1",-199,-26
4334,"18","NONE","S4W1",-187,-35
4335,"19","NONE","S4W1",-184,-46
4336,"20","-21","S4W1",-188,-50
4337,"22","NONE","S4W1",-194,-47
4338,"23","NONE","S4W1",-199,-43
4339,"24","NONE","S4W1",-156,-30
4340,"25","NONE","S4W1",-152,-38
4341,"26","NONE","S4W1",-161,-39
4342,"27","NONE","S4W1",-165,-34
4343,"28","NONE","S4W1",-170,-33
4344,"29","NONE","S4W1",-170,-38
4345,"30","NONE","S4W1",-166,-39
4346,"31","NONE","S4W1",-157,-38
4347,"32","NONE","S4W1",-154,-47
4348,"33","NONE","S4W1",-158,-46
4349,"34","NONE","S4W1",-162,-46
4350,"35","NONE","S4W1",-166,-46
4351,"36","NONE","S4W1",-171,-44
4352,"L 1","NONE","S4W1",-155,0
4353,"L 2","NONE","S4W1",-191,-26
4354,"L 3","NONE","S4W1",-190,-42
4355,"L 4","NONE","S4W1",-179,-28
4356,"L 5","NONE","S4W1",-178,-42
4357,"1","NONE","S5W1",-202,-7
4358,"2","NONE","S5W1",-202,-39
4359,"3","NONE","S5W1",-216,-42
