SSN,Code,Variable,Where
449,5,func1XlMe,NA
449,38,func1Oxto,NA
449,7,arch1PMic,NA
449,7,arch1McTl,NA
449,7,arch1XlMe,NA
449,40,arch1Oxto,NA
449,68,obsidianSpencePhase1,NA
449,70,neighborhoodChar,NA
450,6,func1PMic,NA
450,4,func1McTl,NA
450,4,func1XlMe,NA
450,38,func1Oxto,NA
450,2,arch1PMic,NA
450,1,arch1McTl,NA
450,1,arch1XlMe,NA
450,40,arch1Oxto,NA
450,70,neighborhoodChar,NA
451,6,func1PMic,NA
451,4,func1McTl,NA
451,4,func1XlMe,NA
451,38,func1Oxto,NA
451,2,arch1PMic,NA
451,1,arch1McTl,NA
451,1,arch1XlMe,NA
451,40,arch1Oxto,NA
451,70,neighborhoodChar,NA
452,5,func1PMic,NA
452,5,func1McTl,NA
452,5,func1XlMe,NA
452,38,func1Oxto,NA
452,7,arch1PMic,NA
452,7,arch1McTl,NA
452,7,arch1XlMe,NA
452,40,arch1Oxto,NA
452,68,obsidianSpencePhase1,NA
452,70,neighborhoodChar,NA
453,6,func1PMic,NA
453,4,func1McTl,NA
453,4,func1XlMe,NA
453,38,func1Oxto,NA
453,2,arch1PMic,NA
453,1,arch1McTl,NA
453,1,arch1XlMe,NA
453,40,arch1Oxto,NA
453,70,neighborhoodChar,NA
454,31,func1PMic,NA
454,31,func1McTl,NA
454,31,func1XlMe,NA
454,38,func1Oxto,NA
454,31,arch1PMic,NA
454,31,arch1McTl,NA
454,31,arch1XlMe,NA
454,40,arch1Oxto,NA
454,70,neighborhoodChar,NA
455,5,func1PMic,NA
455,5,func1McTl,NA
455,5,func1XlMe,NA
455,38,func1Oxto,NA
455,7,arch1PMic,NA
455,7,arch1McTl,NA
455,7,arch1XlMe,NA
455,40,arch1Oxto,NA
455,70,neighborhoodChar,NA
456,5,func1PMic,NA
456,5,func1McTl,NA
456,5,func1XlMe,NA
456,38,func1Oxto,NA
456,7,arch1PMic,NA
456,7,arch1McTl,NA
456,7,arch1XlMe,NA
456,40,arch1Oxto,NA
456,70,neighborhoodChar,NA
457,5,func1PMic,NA
457,5,func1McTl,NA
457,5,func1XlMe,NA
457,38,func1Oxto,NA
457,7,arch1PMic,NA
457,7,arch1McTl,NA
457,7,arch1XlMe,NA
457,40,arch1Oxto,NA
457,70,neighborhoodChar,NA
458,5,func1PMic,NA
458,5,func1McTl,NA
458,5,func1XlMe,NA
458,38,func1Oxto,NA
458,7,arch1PMic,NA
458,7,arch1McTl,NA
458,7,arch1XlMe,NA
458,40,arch1Oxto,NA
458,70,neighborhoodChar,NA
459,6,func1PMic,NA
459,4,func1McTl,NA
459,4,func1XlMe,NA
459,38,func1Oxto,NA
459,2,arch1PMic,NA
459,1,arch1McTl,NA
459,1,arch1XlMe,NA
459,40,arch1Oxto,NA
459,70,neighborhoodChar,NA
460,5,func1PMic,NA
460,5,func1McTl,NA
460,5,func1XlMe,NA
460,38,func1Oxto,NA
460,7,arch1PMic,NA
460,7,arch1McTl,NA
460,7,arch1XlMe,NA
460,40,arch1Oxto,NA
460,70,neighborhoodChar,NA
461,6,func1PMic,NA
461,4,func1McTl,NA
461,4,func1XlMe,NA
461,38,func1Oxto,NA
461,2,arch1PMic,NA
461,1,arch1McTl,NA
461,1,arch1XlMe,NA
461,40,arch1Oxto,NA
461,70,neighborhoodChar,NA
462,6,func1PMic,NA
462,4,func1McTl,NA
462,4,func1XlMe,NA
462,38,func1Oxto,NA
462,2,arch1PMic,NA
462,1,arch1McTl,NA
462,1,arch1XlMe,NA
462,40,arch1Oxto,NA
462,70,neighborhoodChar,NA
463,6,func1PMic,NA
463,4,func1McTl,NA
463,4,func1XlMe,NA
463,38,func1Oxto,NA
463,2,arch1PMic,NA
463,1,arch1McTl,NA
463,1,arch1XlMe,NA
463,40,arch1Oxto,NA
463,70,neighborhoodChar,NA
464,6,func1PMic,NA
464,4,func1McTl,NA
464,4,func1XlMe,NA
464,38,func1Oxto,NA
464,2,arch1PMic,NA
464,1,arch1McTl,NA
464,1,arch1XlMe,NA
464,40,arch1Oxto,NA
464,70,neighborhoodChar,NA
465,6,func1PMic,NA
465,4,func1McTl,NA
465,4,func1XlMe,NA
465,38,func1Oxto,NA
465,2,arch1PMic,NA
465,1,arch1McTl,NA
465,1,arch1XlMe,NA
465,40,arch1Oxto,NA
465,70,neighborhoodChar,NA
466,6,func1PMic,NA
466,4,func1McTl,NA
466,4,func1XlMe,NA
466,38,func1Oxto,NA
466,2,arch1PMic,NA
466,1,arch1McTl,NA
466,1,arch1XlMe,NA
466,40,arch1Oxto,NA
466,70,neighborhoodChar,NA
467,5,func1PMic,NA
467,5,func1McTl,NA
467,5,func1XlMe,NA
467,38,func1Oxto,NA
467,7,arch1PMic,NA
467,7,arch1McTl,NA
467,7,arch1XlMe,NA
467,40,arch1Oxto,NA
467,70,neighborhoodChar,NA
468,6,func1PMic,NA
468,4,func1McTl,NA
468,4,func1XlMe,NA
468,38,func1Oxto,NA
468,2,arch1PMic,NA
468,1,arch1McTl,NA
468,1,arch1XlMe,NA
468,40,arch1Oxto,NA
468,70,neighborhoodChar,NA
469,6,func1PMic,NA
469,4,func1McTl,NA
469,4,func1XlMe,NA
469,38,func1Oxto,NA
469,7,arch1PMic,NA
469,1,arch1McTl,NA
469,1,arch1XlMe,NA
469,40,arch1Oxto,NA
469,70,neighborhoodChar,NA
470,38,func1PMic,NA
470,5,func1McTl,NA
470,5,func1XlMe,NA
470,5,func1Oxto,NA
470,40,arch1PMic,NA
470,7,arch1McTl,NA
470,7,arch1XlMe,NA
470,7,arch1Oxto,NA
470,70,neighborhoodChar,NA
471,6,func1PMic,NA
471,4,func1McTl,NA
471,4,func1XlMe,NA
471,6,func1Oxto,NA
471,2,arch1PMic,NA
471,1,arch1McTl,NA
471,1,arch1XlMe,NA
471,2,arch1Oxto,NA
471,43,ceramicKrotser,NA
471,70,neighborhoodChar,NA
472,6,func1PMic,NA
472,4,func1McTl,NA
472,4,func1XlMe,NA
472,38,func1Oxto,NA
472,2,arch1PMic,NA
472,1,arch1McTl,NA
472,1,arch1XlMe,NA
472,40,arch1Oxto,NA
472,70,neighborhoodChar,NA
473,31,func1PMic,NA
473,31,func1McTl,NA
473,31,func1XlMe,NA
473,38,func1Oxto,NA
473,31,arch1PMic,NA
473,31,arch1McTl,NA
473,31,arch1XlMe,NA
473,40,arch1Oxto,NA
473,8,arch2PMic,NA
473,70,neighborhoodChar,NA
474,5,func1PMic,NA
474,5,func1McTl,NA
474,5,func1XlMe,NA
474,38,func1Oxto,NA
474,7,arch1PMic,NA
474,7,arch1McTl,NA
474,7,arch1XlMe,NA
474,40,arch1Oxto,NA
474,70,neighborhoodChar,NA
475,6,func1PMic,NA
475,6,func1McTl,NA
475,6,func1XlMe,NA
475,38,func1Oxto,NA
475,8,arch1PMic,NA
475,8,arch1McTl,NA
475,8,arch1XlMe,NA
475,40,arch1Oxto,NA
475,70,neighborhoodChar,NA
476,6,func1PMic,NA
476,38,func1McTl,NA
476,6,func1XlMe,NA
476,38,func1Oxto,NA
476,8,arch1PMic,NA
476,40,arch1McTl,NA
476,8,arch1XlMe,NA
476,40,arch1Oxto,NA
476,70,neighborhoodChar,NA
477,6,func1PMic,NA
477,6,func1McTl,NA
477,38,func1XlMe,NA
477,38,func1Oxto,NA
477,8,arch1PMic,NA
477,8,arch1McTl,NA
477,40,arch1XlMe,NA
477,40,arch1Oxto,NA
477,70,neighborhoodChar,NA
478,38,func1PMic,NA
478,6,func1McTl,NA
478,38,func1XlMe,NA
478,38,func1Oxto,NA
478,40,arch1PMic,NA
478,8,arch1McTl,NA
478,40,arch1XlMe,NA
478,40,arch1Oxto,NA
478,70,neighborhoodChar,NA
479,38,func1PMic,NA
479,38,func1McTl,NA
479,38,func1XlMe,NA
479,38,func1Oxto,NA
479,40,arch1PMic,NA
479,40,arch1McTl,NA
479,40,arch1XlMe,NA
479,40,arch1Oxto,NA
479,70,neighborhoodChar,NA
480,0,func1PMic,Missing
480,0,func1McTl,Missing
480,0,func1XlMe,Missing
480,0,func1Oxto,Missing
480,40,arch1PMic,NA
480,40,arch1McTl,NA
480,40,arch1XlMe,NA
480,40,arch1Oxto,NA
480,70,neighborhoodChar,NA
481,5,func1PMic,NA
481,38,func1McTl,NA
481,38,func1XlMe,NA
481,38,func1Oxto,NA
481,7,arch1PMic,NA
481,40,arch1McTl,NA
481,40,arch1XlMe,NA
481,40,arch1Oxto,NA
481,70,neighborhoodChar,NA
482,5,func1PMic,NA
482,38,func1McTl,NA
482,38,func1XlMe,NA
482,38,func1Oxto,NA
482,7,arch1PMic,NA
482,40,arch1McTl,NA
482,40,arch1XlMe,NA
482,40,arch1Oxto,NA
482,70,neighborhoodChar,NA
483,6,func1PMic,NA
483,38,func1McTl,NA
483,38,func1XlMe,NA
483,38,func1Oxto,NA
483,7,arch1PMic,NA
483,40,arch1McTl,NA
483,40,arch1XlMe,NA
483,40,arch1Oxto,NA
483,70,neighborhoodChar,NA
484,6,func1PMic,NA
484,38,func1McTl,NA
484,38,func1XlMe,NA
484,38,func1Oxto,NA
484,7,arch1PMic,NA
484,40,arch1McTl,NA
484,40,arch1XlMe,NA
484,40,arch1Oxto,NA
484,70,neighborhoodChar,NA
485,5,func1PMic,NA
485,38,func1McTl,NA
485,38,func1XlMe,NA
485,38,func1Oxto,NA
485,7,arch1PMic,NA
485,40,arch1McTl,NA
485,40,arch1XlMe,NA
485,40,arch1Oxto,NA
485,70,neighborhoodChar,NA
486,38,func1PMic,NA
486,38,func1McTl,NA
486,38,func1XlMe,NA
486,38,func1Oxto,NA
486,40,arch1PMic,NA
486,40,arch1McTl,NA
486,40,arch1XlMe,NA
486,40,arch1Oxto,NA
486,70,neighborhoodChar,NA
487,38,func1PMic,NA
487,38,func1McTl,NA
487,38,func1XlMe,NA
487,38,func1Oxto,NA
487,40,arch1PMic,NA
487,40,arch1McTl,NA
487,40,arch1XlMe,NA
487,40,arch1Oxto,NA
487,70,neighborhoodChar,NA
488,5,func1PMic,NA
488,38,func1McTl,NA
488,38,func1XlMe,NA
488,38,func1Oxto,NA
488,7,arch1PMic,NA
488,40,arch1McTl,NA
488,40,arch1XlMe,NA
488,40,arch1Oxto,NA
488,70,neighborhoodChar,NA
489,22,func1PMic,NA
489,22,func1McTl,NA
489,22,func1XlMe,NA
489,0,func1Oxto,Missing
489,26,arch1PMic,NA
489,26,arch1McTl,NA
489,26,arch1XlMe,NA
489,40,arch1Oxto,NA
489,43,funcTmpPaTz,NA
489,43,funcTmpMcTl,NA
489,43,funcTmpXlMt,NA
489,50,funcIntPaTz,NA
489,50,funcIntMcTl,NA
489,50,funcIntXlMt,NA
489,54,archInt1PaTz,NA
489,54,archInt1McTl,NA
489,54,archInt1XlMt,NA
489,70,neighborhoodChar,NA
489,100,complexNum,NA
490,23,func1PMic,NA
490,23,func1McTl,NA
490,23,func1XlMe,NA
490,0,func1Oxto,Missing
490,21,arch1PMic,NA
490,21,arch1McTl,NA
490,21,arch1XlMe,NA
490,40,arch1Oxto,NA
490,43,funcTmpPaTz,NA
490,43,funcTmpMcTl,NA
490,43,funcTmpXlMt,NA
490,50,funcIntPaTz,NA
490,50,funcIntMcTl,NA
490,50,funcIntXlMt,NA
490,54,archInt1PaTz,NA
490,54,archInt1McTl,NA
490,54,archInt1XlMt,NA
490,70,neighborhoodChar,NA
490,100,complexNum,NA
491,23,func1PMic,NA
491,23,func1McTl,NA
491,23,func1XlMe,NA
491,0,func1Oxto,Missing
491,21,arch1PMic,NA
491,21,arch1McTl,NA
491,21,arch1XlMe,NA
491,40,arch1Oxto,NA
491,43,funcTmpPaTz,NA
491,43,funcTmpMcTl,NA
491,43,funcTmpXlMt,NA
491,50,funcIntPaTz,NA
491,50,funcIntMcTl,NA
491,50,funcIntXlMt,NA
491,54,archInt1PaTz,NA
491,54,archInt1McTl,NA
491,54,archInt1XlMt,NA
491,70,neighborhoodChar,NA
491,100,complexNum,NA
492,22,func1PMic,NA
492,22,func1McTl,NA
492,22,func1XlMe,NA
492,38,func1Oxto,NA
492,24,arch1PMic,NA
492,24,arch1McTl,NA
492,24,arch1XlMe,NA
492,40,arch1Oxto,NA
492,43,funcTmpPaTz,NA
492,43,funcTmpMcTl,NA
492,43,funcTmpXlMt,NA
492,50,funcIntPaTz,NA
492,50,funcIntMcTl,NA
492,50,funcIntXlMt,NA
492,54,archInt1PaTz,NA
492,54,archInt1McTl,NA
492,54,archInt1XlMt,NA
492,70,neighborhoodChar,NA
492,100,complexNum,NA
493,5,func1PMic,NA
493,5,func1McTl,NA
493,0,func1XlMe,Missing
493,0,func1Oxto,Missing
493,7,arch1PMic,NA
493,7,arch1McTl,NA
493,40,arch1XlMe,NA
493,40,arch1Oxto,NA
493,70,neighborhoodChar,NA
494,5,func1PMic,NA
494,5,func1McTl,NA
494,0,func1XlMe,Missing
494,0,func1Oxto,Missing
494,7,arch1PMic,NA
494,7,arch1McTl,NA
494,40,arch1XlMe,NA
494,40,arch1Oxto,NA
494,70,neighborhoodChar,NA
495,62,obsidianField,NA
495,62,ceramicField,NA
495,5,func1PMic,NA
495,6,func1McTl,NA
495,6,func1XlMe,NA
495,0,func1Oxto,Missing
495,7,arch1PMic,NA
495,1,arch1McTl,NA
495,1,arch1XlMe,NA
495,40,arch1Oxto,NA
495,43,ceramicKrotser,NA
495,70,neighborhoodChar,NA
496,5,func1PMic,NA
496,5,func1McTl,NA
496,5,func1XlMe,NA
496,0,func1Oxto,Missing
496,7,arch1PMic,NA
496,7,arch1McTl,NA
496,7,arch1XlMe,NA
496,40,arch1Oxto,NA
496,70,neighborhoodChar,NA
497,5,func1PMic,NA
497,5,func1McTl,NA
497,38,func1XlMe,NA
497,38,func1Oxto,NA
497,7,arch1PMic,NA
497,7,arch1McTl,NA
497,40,arch1XlMe,NA
497,40,arch1Oxto,NA
497,70,neighborhoodChar,NA
498,6,func1PMic,NA
498,4,func1McTl,NA
498,4,func1XlMe,NA
498,0,func1Oxto,Missing
498,2,arch1PMic,NA
498,1,arch1McTl,NA
498,1,arch1XlMe,NA
498,40,arch1Oxto,NA
498,68,obsidianSpencePhase1,NA
498,70,neighborhoodChar,NA
499,6,func1PMic,NA
499,4,func1McTl,NA
499,4,func1XlMe,NA
499,6,func1Oxto,NA
499,2,arch1PMic,NA
499,1,arch1McTl,NA
499,1,arch1XlMe,NA
499,2,arch1Oxto,NA
499,70,neighborhoodChar,NA
500,6,func1PMic,NA
500,4,func1McTl,NA
500,4,func1XlMe,NA
500,0,func1Oxto,Missing
500,2,arch1PMic,NA
500,1,arch1McTl,NA
500,1,arch1XlMe,NA
500,40,arch1Oxto,NA
500,70,neighborhoodChar,NA
501,6,func1PMic,NA
501,4,func1McTl,NA
501,4,func1XlMe,NA
501,0,func1Oxto,Missing
501,2,arch1PMic,NA
501,1,arch1McTl,NA
501,1,arch1XlMe,NA
501,40,arch1Oxto,NA
501,70,neighborhoodChar,NA
502,5,func1PMic,NA
502,38,func1McTl,NA
502,0,func1XlMe,Missing
502,0,func1Oxto,Missing
502,7,arch1PMic,NA
502,40,arch1McTl,NA
502,40,arch1XlMe,NA
502,40,arch1Oxto,NA
502,70,neighborhoodChar,NA
503,38,func1PMic,NA
503,38,func1McTl,NA
503,38,func1XlMe,NA
503,38,func1Oxto,NA
503,40,arch1PMic,NA
503,40,arch1McTl,NA
503,40,arch1XlMe,NA
503,40,arch1Oxto,NA
503,70,neighborhoodChar,NA
504,0,func1PMic,Missing
504,0,func1McTl,Missing
504,0,func1XlMe,Missing
504,38,func1Oxto,NA
504,0,arch1PMic,Missing
504,0,arch1McTl,Missing
504,0,arch1XlMe,Missing
504,40,arch1Oxto,NA
504,70,neighborhoodChar,NA
505,38,func1PMic,NA
505,38,func1McTl,NA
505,38,func1XlMe,NA
505,38,func1Oxto,NA
505,40,arch1PMic,NA
505,40,arch1McTl,NA
505,40,arch1XlMe,NA
505,40,arch1Oxto,NA
505,70,neighborhoodChar,NA
506,38,func1PMic,NA
506,38,func1McTl,NA
506,38,func1XlMe,NA
506,38,func1Oxto,NA
506,8,arch1PMic,NA
506,40,arch1McTl,NA
506,40,arch1XlMe,NA
506,40,arch1Oxto,NA
506,70,neighborhoodChar,NA
507,5,func1PMic,NA
507,38,func1McTl,NA
507,0,func1XlMe,Missing
507,0,func1Oxto,Missing
507,7,arch1PMic,NA
507,40,arch1McTl,NA
507,40,arch1XlMe,NA
507,40,arch1Oxto,NA
507,70,neighborhoodChar,NA
508,5,func1PMic,NA
508,0,func1McTl,Missing
508,0,func1XlMe,Missing
508,0,func1Oxto,Missing
508,7,arch1PMic,NA
508,40,arch1McTl,NA
508,40,arch1XlMe,NA
508,40,arch1Oxto,NA
508,70,neighborhoodChar,NA
509,0,func1PMic,Missing
509,0,func1McTl,Missing
509,0,func1XlMe,Missing
509,0,func1Oxto,Missing
509,8,arch1PMic,NA
509,40,arch1McTl,NA
509,40,arch1XlMe,NA
509,40,arch1Oxto,NA
509,70,neighborhoodChar,NA
510,0,func1PMic,Missing
510,0,func1McTl,Missing
510,0,func1XlMe,Missing
510,0,func1Oxto,Missing
510,8,arch1PMic,NA
510,40,arch1McTl,NA
510,40,arch1XlMe,NA
510,40,arch1Oxto,NA
510,70,neighborhoodChar,NA
511,38,func1PMic,NA
511,38,func1McTl,NA
511,38,func1XlMe,NA
511,38,func1Oxto,NA
511,40,arch1PMic,NA
511,40,arch1McTl,NA
511,40,arch1XlMe,NA
511,40,arch1Oxto,NA
511,70,neighborhoodChar,NA
512,38,func1PMic,NA
512,38,func1McTl,NA
512,38,func1XlMe,NA
512,38,func1Oxto,NA
512,40,arch1PMic,NA
512,40,arch1McTl,NA
512,40,arch1XlMe,NA
512,40,arch1Oxto,NA
512,70,neighborhoodChar,NA
513,5,func1PMic,NA
513,5,func1McTl,NA
513,38,func1XlMe,NA
513,38,func1Oxto,NA
513,7,arch1PMic,NA
513,8,arch1McTl,NA
513,40,arch1XlMe,NA
513,40,arch1Oxto,NA
513,70,neighborhoodChar,NA
514,38,func1PMic,NA
514,38,func1McTl,NA
514,38,func1XlMe,NA
514,38,func1Oxto,NA
514,40,arch1PMic,NA
514,40,arch1McTl,NA
514,40,arch1XlMe,NA
514,40,arch1Oxto,NA
514,70,neighborhoodChar,NA
515,38,func1PMic,NA
515,38,func1McTl,NA
515,38,func1XlMe,NA
515,38,func1Oxto,NA
515,40,arch1PMic,NA
515,40,arch1McTl,NA
515,40,arch1XlMe,NA
515,40,arch1Oxto,NA
515,70,neighborhoodChar,NA
516,0,func1PMic,Missing
516,0,func1McTl,Missing
516,0,func1XlMe,Missing
516,0,func1Oxto,Missing
516,40,arch1PMic,NA
516,40,arch1McTl,NA
516,40,arch1XlMe,NA
516,40,arch1Oxto,NA
516,70,neighborhoodChar,NA
517,0,func1PMic,Missing
517,0,func1McTl,Missing
517,0,func1XlMe,Missing
517,0,func1Oxto,Missing
517,40,arch1PMic,NA
517,40,arch1McTl,NA
517,40,arch1XlMe,NA
517,40,arch1Oxto,NA
517,70,neighborhoodChar,NA
518,5,func1PMic,NA
518,5,func1McTl,NA
518,0,func1XlMe,Missing
518,0,func1Oxto,Missing
518,7,arch1PMic,NA
518,7,arch1McTl,NA
518,40,arch1XlMe,NA
518,40,arch1Oxto,NA
518,70,neighborhoodChar,NA
519,0,func1PMic,Missing
519,0,func1McTl,Missing
519,0,func1XlMe,Missing
519,0,func1Oxto,Missing
519,8,arch1PMic,NA
519,8,arch1McTl,NA
519,8,arch1XlMe,NA
519,40,arch1Oxto,NA
519,70,neighborhoodChar,NA
520,5,func1PMic,NA
520,5,func1McTl,NA
520,5,func1XlMe,NA
520,38,func1Oxto,NA
520,7,arch1PMic,NA
520,7,arch1McTl,NA
520,7,arch1XlMe,NA
520,40,arch1Oxto,NA
520,70,neighborhoodChar,NA
521,4,func1PMic,NA
521,4,func1McTl,NA
521,4,func1XlMe,NA
521,38,func1Oxto,NA
521,2,arch1PMic,NA
521,1,arch1McTl,NA
521,1,arch1XlMe,NA
521,40,arch1Oxto,NA
521,70,neighborhoodChar,NA
522,5,func1PMic,NA
522,5,func1McTl,NA
522,5,func1XlMe,NA
522,0,func1Oxto,Missing
522,7,arch1PMic,NA
522,7,arch1McTl,NA
522,7,arch1XlMe,NA
522,40,arch1Oxto,NA
522,70,neighborhoodChar,NA
523,6,func1PMic,NA
523,4,func1McTl,NA
523,4,func1XlMe,NA
523,0,func1Oxto,Missing
523,2,arch1PMic,NA
523,7,arch1McTl,NA
523,7,arch1XlMe,NA
523,40,arch1Oxto,NA
523,70,neighborhoodChar,NA
524,22,func1PMic,NA
524,22,func1McTl,NA
524,22,func1XlMe,NA
524,38,func1Oxto,NA
524,26,arch1PMic,NA
524,26,arch1McTl,NA
524,26,arch1XlMe,NA
524,40,arch1Oxto,NA
524,24,arch2PMic,NA
524,24,arch2McTl,NA
524,24,arch2XlMe,NA
524,23,func2PMic,NA
524,23,func2McTl,NA
524,23,func2XlMe,NA
524,70,neighborhoodChar,NA
525,5,func1PMic,NA
525,5,func1McTl,NA
525,5,func1XlMe,NA
525,0,func1Oxto,Missing
525,7,arch1PMic,NA
525,7,arch1McTl,NA
525,7,arch1XlMe,NA
525,40,arch1Oxto,NA
525,70,neighborhoodChar,NA
526,5,func1PMic,NA
526,5,func1McTl,NA
526,38,func1XlMe,NA
526,0,func1Oxto,Missing
526,7,arch1PMic,NA
526,7,arch1McTl,NA
526,40,arch1XlMe,NA
526,40,arch1Oxto,NA
526,70,neighborhoodChar,NA
527,6,func1PMic,NA
527,4,func1McTl,NA
527,4,func1XlMe,NA
527,0,func1Oxto,Missing
527,2,arch1PMic,NA
527,1,arch1McTl,NA
527,1,arch1XlMe,NA
527,40,arch1Oxto,NA
527,70,neighborhoodChar,NA
528,6,func1PMic,NA
528,4,func1McTl,NA
528,4,func1XlMe,NA
528,0,func1Oxto,Missing
528,2,arch1PMic,NA
528,1,arch1McTl,NA
528,1,arch1XlMe,NA
528,40,arch1Oxto,NA
528,70,neighborhoodChar,NA
529,38,func1PMic,NA
529,38,func1McTl,NA
529,38,func1XlMe,NA
529,38,func1Oxto,NA
529,40,arch1PMic,NA
529,40,arch1McTl,NA
529,40,arch1XlMe,NA
529,40,arch1Oxto,NA
529,2,arch2PMic,NA
529,1,arch2McTl,NA
529,1,arch2XlMe,NA
529,6,func2PMic,NA
529,4,func2McTl,NA
529,4,func2XlMe,NA
529,70,neighborhoodChar,NA
530,5,func1PMic,NA
530,5,func1McTl,NA
530,38,func1XlMe,NA
530,0,func1Oxto,Missing
530,7,arch1PMic,NA
530,7,arch1McTl,NA
530,40,arch1XlMe,NA
530,40,arch1Oxto,NA
530,70,neighborhoodChar,NA
531,0,func1PMic,Missing
531,0,func1McTl,Missing
531,0,func1XlMe,Missing
531,0,func1Oxto,Missing
531,8,arch1PMic,NA
531,8,arch1McTl,NA
531,8,arch1XlMe,NA
531,40,arch1Oxto,NA
531,70,neighborhoodChar,NA
532,6,func1PMic,NA
532,4,func1McTl,NA
532,4,func1XlMe,NA
532,0,func1Oxto,Missing
532,2,arch1PMic,NA
532,1,arch1McTl,NA
532,1,arch1XlMe,NA
532,40,arch1Oxto,NA
532,70,neighborhoodChar,NA
533,6,func1PMic,NA
533,4,func1McTl,NA
533,4,func1XlMe,NA
533,0,func1Oxto,Missing
533,2,arch1PMic,NA
533,1,arch1McTl,NA
533,1,arch1XlMe,NA
533,40,arch1Oxto,NA
533,70,neighborhoodChar,NA
534,6,func1PMic,NA
534,4,func1McTl,NA
534,4,func1XlMe,NA
534,0,func1Oxto,Missing
534,2,arch1PMic,NA
534,1,arch1McTl,NA
534,1,arch1XlMe,NA
534,2,arch1Oxto,NA
534,70,neighborhoodChar,NA
535,6,func1PMic,NA
535,6,func1McTl,NA
535,6,func1XlMe,NA
535,0,func1Oxto,Missing
535,2,arch1PMic,NA
535,1,arch1McTl,NA
535,1,arch1XlMe,NA
535,40,arch1Oxto,NA
535,7,arch2PMic,NA
535,7,arch2McTl,NA
535,7,arch2XlMe,NA
535,70,neighborhoodChar,NA
536,6,func1PMic,NA
536,4,func1McTl,NA
536,4,func1XlMe,NA
536,0,func1Oxto,Missing
536,2,arch1PMic,NA
536,1,arch1McTl,NA
536,1,arch1XlMe,NA
536,40,arch1Oxto,NA
536,70,neighborhoodChar,NA
537,6,func1PMic,NA
537,4,func1McTl,NA
537,4,func1XlMe,NA
537,0,func1Oxto,Missing
537,2,arch1PMic,NA
537,1,arch1McTl,NA
537,1,arch1XlMe,NA
537,40,arch1Oxto,NA
537,70,neighborhoodChar,NA
538,5,func1PMic,NA
538,5,func1McTl,NA
538,5,func1XlMe,NA
538,0,func1Oxto,Missing
538,7,arch1PMic,NA
538,7,arch1McTl,NA
538,7,arch1XlMe,NA
538,40,arch1Oxto,NA
538,70,neighborhoodChar,NA
539,6,func1PMic,NA
539,4,func1McTl,NA
539,4,func1XlMe,NA
539,0,func1Oxto,Missing
539,2,arch1PMic,NA
539,1,arch1McTl,NA
539,1,arch1XlMe,NA
539,40,arch1Oxto,NA
539,70,neighborhoodChar,NA
540,6,func1PMic,NA
540,4,func1McTl,NA
540,4,func1XlMe,NA
540,0,func1Oxto,Missing
540,2,arch1PMic,NA
540,1,arch1McTl,NA
540,1,arch1XlMe,NA
540,40,arch1Oxto,NA
540,70,neighborhoodChar,NA
541,4,func1PMic,NA
541,4,func1McTl,NA
541,4,func1XlMe,NA
541,38,func1Oxto,NA
541,2,arch1PMic,NA
541,1,arch1McTl,NA
541,1,arch1XlMe,NA
541,40,arch1Oxto,NA
541,70,neighborhoodChar,NA
542,6,func1PMic,NA
542,4,func1McTl,NA
542,4,func1XlMe,NA
542,0,func1Oxto,Missing
542,2,arch1PMic,NA
542,1,arch1McTl,NA
542,1,arch1XlMe,NA
542,40,arch1Oxto,NA
542,70,neighborhoodChar,NA
543,6,func1PMic,NA
543,4,func1McTl,NA
543,4,func1XlMe,NA
543,0,func1Oxto,Missing
543,7,arch1PMic,NA
543,7,arch1McTl,NA
543,7,arch1XlMe,NA
543,40,arch1Oxto,NA
543,70,neighborhoodChar,NA
544,6,func1PMic,NA
544,4,func1McTl,NA
544,4,func1XlMe,NA
544,0,func1Oxto,Missing
544,2,arch1PMic,NA
544,1,arch1McTl,NA
544,1,arch1XlMe,NA
544,40,arch1Oxto,NA
544,70,neighborhoodChar,NA
545,5,func1PMic,NA
545,5,func1McTl,NA
545,5,func1XlMe,NA
545,0,func1Oxto,Missing
545,7,arch1PMic,NA
545,7,arch1McTl,NA
545,7,arch1XlMe,NA
545,40,arch1Oxto,NA
545,70,neighborhoodChar,NA
546,6,func1PMic,NA
546,4,func1McTl,NA
546,4,func1XlMe,NA
546,0,func1Oxto,Missing
546,2,arch1PMic,NA
546,1,arch1McTl,NA
546,1,arch1XlMe,NA
546,40,arch1Oxto,NA
546,70,neighborhoodChar,NA
547,62,obsidianField,NA
547,5,func1PMic,NA
547,5,func1McTl,NA
547,5,func1XlMe,NA
547,0,func1Oxto,Missing
547,7,arch1PMic,NA
547,7,arch1McTl,NA
547,7,arch1XlMe,NA
547,40,arch1Oxto,NA
547,70,neighborhoodChar,NA
548,6,func1PMic,NA
548,6,func1McTl,NA
548,6,func1XlMe,NA
548,38,func1Oxto,NA
548,2,arch1PMic,NA
548,1,arch1McTl,NA
548,40,arch1XlMe,NA
548,40,arch1Oxto,NA
548,40,arch2PMic,NA
548,40,arch2McTl,NA
548,40,arch2XlMe,NA
548,38,func2PMic,NA
548,38,func2McTl,NA
548,38,func2XlMe,NA
548,70,neighborhoodChar,NA
549,0,func1PMic,Missing
549,0,func1McTl,Missing
549,0,func1XlMe,Missing
549,0,func1Oxto,Missing
