"","SSN","site","subsite","unit","northing","easting","fieldWorker1","fieldWorker2","fieldWorker3","fieldWorker4","fieldWorker5","collectionYear","collectionQuarter","lastBuildPhase","burials","midden","stoneQuant","stoneDist","stoneCut","lajas","tepetate","adobe","xalnene","cascajo","concrete","plasterUnpaint","plasterPaint","burntClay","almena","burnedStruct","floors","walls","drainSitu","wallFixSitu","murals","columns","taludes","tableros","floorMaterial","wallCoreStone","wallCoreOthMat","wallFacing","intrusiveSherd","height","arch1PMic","arch1McTl","arch1XlMe","arch1Oxto","arch2PMic","arch2McTl","arch2XlMe","arch2Oxto","constructQual","func1PMic","func1McTl","func1XlMe","func1Oxto","func2PMic","func2McTl","func2XlMe","func2Oxto","Cmplx_archInt1PaTz","Cmplx_archInt1McTl","Cmplx_archInt1XlMt","Cmplx_archInt2PaTz","Cmplx_archInt2McTl","Cmplx_archInt2XlMt","Cmplx_funcIntPaTz","Cmplx_funcIntMcTl","Cmplx_funcIntXlMt","Cmplx_funcResPaTz","Cmplx_funcResMcTl","Cmplx_funcResXlMt","Cmplx_funcTmpPaTz","Cmplx_funcTmpMcTl","Cmplx_funcTmpXlMt","Cmplx_funcCivPaTz","Cmplx_funcCivMcTl","Cmplx_funcCivXlMt","Cmplx_funcOthXlMt","Cmplx_Num","Cmplx_Unit","MCmplx_Num","MCmplx_Unit","MCmplx_presPaTz","MCmplx_presMcTl","MCmplx_presXlMt","MCmplx_funcIntPaTz","MCmplx_funcIntMcTl","MCmplx_funcIntXlMt","neighborhoodChar","freeStandWall","wells","jagueyArch","puestos","milpa","barley","beans","alfalfaCut","alfalfaUncut","nopales","magueys","fallow","uncultivate","cropWater","plowing","pitCultivate","pitLoot","archaeoExcRest","pitMisc","quarrying","stoneClearing","landLeveling","terracing","ditching","roadOrRail","recentWall","stoneRows","recentBuild","dam","jagueyMod","erosion","silting","siteAlteration","slope","groundstoneField","obsidianField","manos","metates","mortars","pestles","plasterSmoothers","plumbBobs","wallFixSurf","fireGods","sculptureFrags","hammerStones","slingStones","smoothStones","whetStones","palettes","celts","lajasReworked","anvils","drainSurf","drainCovers","groundstoneOther","obsidianTot","obsidianBlades","obsidianWaste","obsidianScrapers","obsidianPoints","obsidianCores","obsidianKnives","obsidianEccentrics","obsidianMagueyS","obsidianUtFlake","obsidianNodules","basaltTot","basaltTools","chert","quartz","slateTot","slatePainted","alabaster","serpentine","jade","workedBone","shellTot","shellWorked","figTot","figHead","figPPat","figPatl","figTzac","figMicc","figTlam","figXola","figMete","figTolt","figAzte","figPupp","spindleWhorl","sealStamp","earSpool","whistle","flute","labAnalyst1","labAnalyst2","labAnalyst3","analysisYear","analysisQuarter","ceramicField","ceramicAbundance","candTot","candCoat","candAtoy","candEXol","candLXol","candMete","candComm","burner3P","coverHandled","areaSite","totAll","totPrec","totCuan","totTezo","totPatl","totTzac","totMicc","totTlam","totXola","totMete","totOxto","totXome","totMaza","totAzte","censerTot","censerPPat","censerPatl","censerTzac","censerMicc","censerTlam","censerXola","censerMete","censerOxto","censerXome","censerMaza","censerAzte","toTot","toRegular","toCoarse","smoTot","smoTlam","smoXola","smoMete","ollaTot","ollaPatl","ollaWedge","ollaMicc","ollaTlam","ollaXola","ollaMete","comalTot","comalPatl","comalTzac","comalMicc","comalTlam","comalXola","comalMete","comalOxto","comalPOxt","nubbinTot","nubbinPatl","nubbinApet","nubbinInset","nubbinFlush","nubbinAtoy","nubbinXola","nubbinMete","shrdStamped","shrdPlanoR","shrdStucco","shrdIncised","foreignTot","mayaLow","mayaHigh","huastec","tajin","gulfCoast","monteAlban","oaxaca","foreignOther","adornos","minatures","copas","matteWare","granTot","granPMic","granMicc","granTlam","granXola","granMete","ceramicDisk","obsidianSpencePhase1","obsidianSpencePhase2","ceramicKrotser","figurineConcBarbour","areaStruct","insubstantialCount","boundInfoQual"
"2855",2855,"89","NONE","N2E1",63,9,NA,NA,NA,NA,NA,65,3,0,0,0,1,1,0,1,0,0,0,3,3,0,0,3,0,0,0,3,0,0,0,0,0,0,-1,3,-1,1,1,-1,7,5,5,20,77,77,77,77,2,43,7,7,-1,77,77,77,77,2,2,2,-1,-1,-1,8,8,8,4,5,5,5,5,5,0,0,0,0,10,"N2E1",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,65,3,0,5,0,0,0,0,0,0,0,0,0,30,27,0,0,0,0,10,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,224,0,0
"2856",2856,"90","ETC","N2E1",62,6,NA,NA,NA,NA,NA,65,3,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,12,12,12,20,-1,77,77,77,2,41,28,28,41,-1,77,77,77,2,2,2,-1,-1,-1,8,8,8,4,5,5,5,5,5,0,0,0,-1,10,"N2E1",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,NA,NA,NA,65,3,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1
"2857",2857,"91","NONE","N2E1",61,8,NA,NA,NA,NA,NA,65,3,0,0,0,5,1,0,2,1,0,0,3,3,0,0,3,0,0,4,5,0,0,0,0,3,0,3,3,-1,1,1,-1,7,5,5,20,77,77,77,77,2,43,7,7,-1,77,77,77,77,2,2,2,-1,-1,-1,8,8,8,4,5,5,5,5,5,0,0,0,0,10,"N2E1",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,9,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,65,3,0,5,0,0,0,0,0,0,0,0,0,70,19,0,0,0,0,5,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,352,0,0
"2858",2858,"92","NONE","N2E1",61,6,NA,NA,NA,NA,NA,65,3,0,0,0,1,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,20,14,14,20,-1,77,77,77,1,41,31,31,41,-1,77,77,77,2,2,2,-1,-1,-1,8,8,8,4,5,5,5,5,5,0,0,0,0,10,"N2E1",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,65,3,0,1,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
"2859",2859,"95","NONE","N2E1",65,5,NA,NA,NA,NA,NA,65,3,0,0,0,5,1,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,20,2,2,20,-1,77,77,77,2,41,4,4,41,-1,77,77,77,2,2,2,-1,-1,-1,8,8,8,4,5,5,5,5,5,0,0,0,0,10,"N2E1",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,65,3,0,1,0,0,0,0,0,0,0,0,0,60,8,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0
"2860",2860,"96","NONE","N2E1",63,0,NA,NA,NA,NA,NA,65,3,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,-1,-1,-1,-1,0,0,7,7,7,20,-1,-1,-1,-1,2,43,43,43,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,17,-1,2
"2861",2861,"97","&98","N2E1",60,15,NA,NA,NA,NA,NA,65,3,5,0,0,5,1,0,2,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,20,19,19,20,-1,20,20,77,2,-1,99,99,-1,-1,41,41,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,13,7,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,65,3,0,5,1,-1,-1,-1,-1,-1,1,0,0,163,88,0,0,0,0,9,8,17,22,18,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,0,10,0,11,0,2,0,4,4,1,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,1,-1,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,-1,-1
"2862",2862,"99","NONE","N2E1",64,23,NA,NA,NA,NA,NA,65,3,5,0,0,6,-1,0,4,2,0,0,3,0,0,0,3,0,0,4,0,3,0,0,0,0,0,4,-1,-1,-1,1,-1,20,2,2,20,-1,77,77,77,2,-1,2,2,41,-1,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,17,14,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,-1,-1,-1,-1,2,-1,-1,0,0,2,0,0,0,0,0,NA,NA,NA,65,3,0,8,4,-1,-1,-1,-1,-1,3,3,9,150,213,0,0,0,0,7,22,38,59,29,0,9,3,1,1,0,0,0,1,0,0,0,0,0,0,0,31,29,2,29,0,29,0,21,0,3,2,4,11,1,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,280,0,0
"2863",2863,"100","ETC","N2E1",69,29,NA,NA,NA,NA,NA,65,3,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,20,12,12,20,77,77,77,77,2,41,28,28,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,65,3,0,3,0,0,0,0,0,0,0,0,1,222,63,0,0,0,0,0,9,9,18,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,1,9,0,9,0,4,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
"2864",2864,"101","-05","N2E1",52,30,NA,NA,NA,NA,NA,65,3,4,0,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,-1,-1,-1,1,0,12,12,12,20,77,77,77,77,2,28,28,28,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,3,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,-1,0,0,0,0,0,83,51,29,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,65,3,0,5,1,-1,-1,-1,-1,-1,1,0,0,509,151,0,0,0,0,24,33,32,26,4,0,0,12,1,2,0,0,0,1,0,1,0,0,0,0,0,18,17,1,9,1,8,0,19,0,8,4,3,5,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,-1,-1,-1
"2865",2865,"106","-08","N2E1",54,6,NA,NA,NA,NA,NA,65,3,0,0,0,4,1,0,2,1,0,0,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,-1,-1,1,1,7,20,7,7,20,-1,77,77,77,2,41,43,43,41,-1,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,65,3,0,3,0,0,0,0,0,0,0,0,3,134,69,0,0,0,0,5,10,14,11,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,3,2,0,2,0,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,700,-1,-1
"2866",2866,"109","NONE","N2E1",54,3,NA,NA,NA,NA,NA,65,3,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,14,14,14,20,77,77,77,77,2,31,31,31,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,65,3,0,1,0,0,0,0,0,0,0,0,0,111,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
"2867",2867,"110","NONE","N2E1",56,2,NA,NA,NA,NA,NA,65,3,0,0,0,5,1,0,2,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,-1,-1,-1,1,-1,20,2,2,20,77,77,77,77,2,41,3,3,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,65,3,0,1,1,-1,-1,-1,-1,-1,0,0,0,34,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0
"2868",2868,"111","NONE","N2E1",61,35,NA,NA,NA,NA,NA,65,3,0,0,0,5,1,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,2,-1,-1,99,99,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,11,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,NA,NA,NA,65,3,0,7,1,-1,-1,-1,-1,-1,1,0,1,330,83,0,0,0,0,4,12,16,11,6,0,0,23,1,1,0,0,0,0,0,1,0,0,0,0,0,8,8,0,4,1,3,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1
"2869",2869,"113","NONE","N2E1",65,32,NA,NA,NA,NA,NA,65,3,0,0,0,7,1,0,4,2,0,0,5,0,0,0,0,0,0,7,5,0,0,0,0,0,0,4,3,-1,1,-1,-1,20,2,2,20,77,77,77,77,2,41,2,2,41,77,77,77,77,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,0,0,0,0,0,6,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,65,3,0,7,0,0,0,0,0,0,0,1,0,34,54,0,0,0,0,1,9,9,13,0,0,4,4,2,1,0,0,0,1,0,0,0,0,0,0,0,10,10,0,4,0,4,0,3,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,306,0,0
"2870",2870,"114","NONE","N2E1",63,33,NA,NA,NA,NA,NA,65,3,0,0,0,7,1,0,4,2,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,20,4,4,20,77,-1,-1,77,2,41,2,2,41,77,-1,-1,77,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,NA,NA,NA,65,3,0,7,2,-1,-1,-1,-1,-1,1,0,0,50,37,0,0,0,0,1,4,15,6,5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,5,5,0,2,-1,-1,-1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,0,1
"2871",2871,"115","NONE","N2E1",65,34,NA,NA,NA,NA,NA,65,3,0,0,0,4,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,20,12,12,20,77,77,77,77,2,41,28,28,41,77,77,77,77,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,65,3,0,5,1,-1,-1,-1,-1,-1,1,0,0,38,36,0,0,0,0,1,8,6,12,0,0,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,4,4,0,7,0,7,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,-1
"2872",2872,"116","NONE","N2E1",65,36,NA,NA,NA,NA,NA,65,3,0,0,0,6,1,0,2,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,-1,-1,-1,1,-1,20,2,2,20,-1,77,77,77,2,-1,2,2,-1,-1,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,65,3,0,5,2,-1,-1,-1,-1,-1,1,0,0,48,64,0,0,0,0,3,14,11,15,0,0,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,2,0,2,0,8,0,2,2,1,3,0,4,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,424,0,0
