"","SSN","site","subsite","unit","XLMEFNC1","description","2020Hierarchy","ZArch1_MCTL","ZArch1_OXTO","ZArch1_PMIC","ZArch1_XLME","ZArch2_MCTL","ZArch2_OXTO","ZArch2_PMIC","ZArch2_XLME","ZFunc1_MCTL","ZFunc1_OXTO","ZFunc1_PMIC","ZFunc1_XLME","ZFunc2_MCTL","ZFunc2_OXTO","ZFunc2_PMIC","ZFunc2_XLME","H2020_1_XLME","H2020_2_XLME","H2020_3_XLME","Workshop_2020"
"371",371,"12","NONE","N4W5",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",20,20,3,20,77,77,77,77,41,41,1,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"372",372,"13","NONE","N4W5",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"373",373,"14","NONE","N4W5",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",20,20,3,20,77,77,77,77,41,41,1,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"374",374,"15","NONE","N4W5",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",20,20,3,20,77,77,77,77,41,41,1,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"375",375,"16","NONE","N4W5",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"376",376,"17","NONE","N4W5",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,77,77,77,77,1,41,1,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"377",377,"18","NONE","N4W5",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"378",378,"19","NONE","N4W5",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,77,77,77,77,1,41,1,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"379",379,"20","NONE","N4W5",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",20,20,3,20,77,77,77,77,41,41,1,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"380",380,"21","NONE","N4W5",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",20,20,3,20,77,77,77,77,41,41,1,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"381",381,"22","NONE","N4W5",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",20,20,3,20,77,77,77,77,41,41,1,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"382",382,"L 2","NONE","N4W5",-1,"missing data","-1",20,20,20,20,77,77,77,77,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Unoccupied","Probably Not Occupied or Utilized in this Period","-1"
"383",383,"1","NONE","N3W5",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,2,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"384",384,"2","NONE","N3W5",2,"intermediate status residence","Intermediate Status Residential",4,19,2,4,-1,-1,-1,-1,2,-1,3,2,-1,-1,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"385",385,"3","NONE","N3W5",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,-1,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"386",386,"4","NONE","N3W5",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,-1,77,77,1,-1,1,1,77,-1,77,77,"Architecture","House","Low Status Residential","-1"
"387",387,"5","NONE","N3W5",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,77,77,77,77,1,41,1,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"388",388,"6","NONE","N3W5",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,-1,-1,-1,-1,2,-1,3,2,-1,-1,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"389",389,"7","NONE","N3W5",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,-1,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"390",390,"8","NONE","N3W5",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,-1,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"391",391,"9","NONE","N3W5",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",20,20,20,20,77,77,77,77,41,41,41,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"392",392,"10","NONE","N3W5",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,-1,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"393",393,"11","NONE","N3W5",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,-1,77,77,2,-1,3,2,77,-1,77,77,"Architecture","House","Intermediate Status Residential","-1"
"394",394,"12","NONE","N3W5",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,-1,77,77,1,-1,1,1,77,-1,77,77,"Architecture","House","Low Status Residential","-1"
"395",395,"13","NONE","N3W5",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,77,77,77,-1,1,-1,1,41,77,77,77,-1,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"396",396,"14","NONE","N3W5",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,1,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"397",397,"15","NONE","N3W5",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,77,77,77,77,1,-1,1,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"398",398,"16","NONE","N3W5",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,-1,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"399",399,"17","NONE","N3W5",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,-1,77,77,1,-1,1,1,77,-1,77,77,"Architecture","House","Low Status Residential","-1"
"400",400,"18","NONE","N3W5",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,-1,77,77,2,-1,3,2,77,-1,77,77,"Architecture","House","Intermediate Status Residential","-1"
"401",401,"19","NONE","N3W5",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,-1,77,77,1,-1,1,1,77,-1,77,77,"Architecture","House","Low Status Residential","-1"
"402",402,"20","NONE","N3W5",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,19,3,3,77,77,77,77,1,1,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"403",403,"21","NONE","N3W5",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,-1,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"404",404,"22","NONE","N3W5",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",20,20,3,20,77,77,77,77,41,-1,1,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"405",405,"23","NONE","N3W5",1,"low status residential, no obvious occupational specialization","Low Status Residential",4,20,2,4,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,"Architecture","House","Low Status Residential","-1"
"406",406,"24","NONE","N3W5",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,77,77,77,77,1,-1,1,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"407",407,"25","NONE","N3W5",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,-1,77,77,1,-1,1,1,77,-1,77,77,"Architecture","House","Low Status Residential","-1"
"408",408,"26","NONE","N3W5",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,-1,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"409",409,"27","NONE","N3W5",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,-1,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"410",410,"28","NONE","N3W5",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,-1,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"411",411,"29","NONE","N3W5",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",20,20,3,20,77,77,77,77,41,-1,1,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"412",412,"30","NONE","N3W5",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,77,77,77,77,1,-1,1,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"413",413,"31","NONE","N3W5",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,-1,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"414",414,"32","NONE","N3W5",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,-1,-1,-1,-1,2,-1,3,2,-1,-1,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"415",415,"33","NONE","N3W5",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,-1,-1,-1,-1,2,-1,3,2,-1,-1,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"416",416,"L 1","NONE","N3W5",-1,"missing data","-1",19,20,19,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Unoccupied","Probably Not Occupied or Utilized in this Period","-1"
"417",417,"L 2","NONE","N3W5",-1,"missing data","-1",19,20,19,19,-1,-1,-1,-1,-1,41,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Outbuilding","-1"
"418",418,"L 3","NONE","N3W5",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",20,20,19,20,-1,-1,-1,-1,41,41,-1,41,-1,-1,-1,-1,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"419",419,"1","NONE","N2W5",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,19,3,3,77,-1,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"420",420,"2","NONE","N2W5",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,-1,-1,-1,-1,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"421",421,"3","NONE","N2W5",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"422",422,"4","NONE","N2W5",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,77,77,77,77,1,41,1,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"423",423,"5","NONE","N2W5",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,19,3,20,77,77,77,77,1,41,1,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"424",424,"6","NONE","N2W5",-1,"missing data","-1",19,19,19,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Outbuilding","-1"
"425",425,"7","NONE","N2W5",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,20,3,77,77,77,77,1,40,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"426",426,"8","NONE","N2W5",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"427",427,"9","NONE","N2W5",4,"high status residence","High Status Residential",4,20,2,4,-1,-1,-1,-1,4,41,3,4,77,77,77,77,"Architecture","House","High Status Residential","-1"
"428",428,"10","NONE","N2W5",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"429",429,"11","NONE","N2W5",-1,"missing data","-1",19,19,19,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Outbuilding","-1"
"430",430,"12","NONE","N2W5",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,77,77,77,77,1,41,1,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"431",431,"13","NONE","N2W5",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,17,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"432",432,"14","NONE","N2W5",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"433",433,"15","NONE","N2W5",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"434",434,"16","NONE","N2W5",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,3,3,3,77,77,77,77,1,1,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"435",435,"17","NONE","N2W5",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,3,3,3,77,77,77,77,1,1,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"436",436,"18","NONE","N2W5",2,"intermediate status residence","Intermediate Status Residential",4,2,2,4,77,77,77,77,2,2,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"437",437,"19","NONE","N2W5",2,"intermediate status residence","Intermediate Status Residential",4,2,2,4,77,77,77,77,2,2,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"438",438,"20","NONE","N2W5",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"439",439,"21","NONE","N2W5",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,3,3,3,77,77,77,77,1,1,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"440",440,"22","NONE","N2W5",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,77,77,77,77,1,41,1,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"441",441,"23","NONE","N2W5",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,3,3,3,77,77,77,77,1,1,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"442",442,"24","&L1","N2W5",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"443",443,"L 2","NONE","N2W5",-1,"missing data","-1",19,19,19,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Outbuilding","-1"
"444",444,"L 3","NONE","N2W5",-1,"missing data","-1",20,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Unoccupied","Probably Not Occupied or Utilized in this Period","-1"
"445",445,"L 4","NONE","N2W5",-1,"missing data","-1",19,20,19,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Outbuilding","-1"
"446",446,"1","NONE","N1W5",-1,"missing data","-1",7,20,7,7,4,77,2,4,-1,41,-1,-1,2,77,3,2,"Architecture","Other","Missing Data","-1"
"447",447,"2","NONE","N1W5",2,"intermediate status residence","Intermediate Status Residential",4,2,2,4,77,77,77,77,2,3,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"448",448,"3","NONE","N1W5",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"449",449,"4","NONE","N1W5",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,-1,77,77,1,41,1,1,77,-1,77,77,"Architecture","House","Low Status Residential","-1"
"450",450,"5","NONE","N1W5",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"451",451,"6","NONE","N1W5",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"452",452,"7","NONE","N1W5",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"453",453,"8","NONE","N1W5",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,-1,77,-1,-1,2,41,3,2,-1,77,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"454",454,"9","X13","N1W5",31,"street or avenue","Street or Avenue",14,20,14,14,77,77,-1,77,31,41,31,31,77,77,-1,77,"Open Space","Open Public Space","Street or Avenue","-1"
